name,address,zipcode,price_low,price_high,layout,amenities,link,phone_number
Oak Park City Apartments,"675 Lake St, Oak Park, IL",60301,"$1,454","$9,483",Studio - 2 Beds,,https://www.apartments.com/oak-park-city-apartments-oak-park-il/3msxnrg/,(708) 919-2399
Premier Luxury Apartments,"9600 Franklin, Franklin Park, IL",60131,"$1,698","$2,798",1-2 Beds,,https://www.apartments.com/premier-luxury-apartments-franklin-park-il/yw3pccs/,(708) 854-1104
Oak Park Residence Corporation,"41 South Blvd, Oak Park, IL",60302,"$1,010","$1,730",Studio - 2 Beds,,https://www.apartments.com/oak-park-residence-corporation-oak-park-il/dk4pz0j/,(708) 725-0977
140 S Austin Blvd,"140 S Austin Blvd, Oak Park, IL",60304,"$1,325","$1,525",3 Beds,,https://www.apartments.com/140-s-austin-blvd-oak-park-il/bm82khc/,(708) 934-0686
The Scott Residences,"211 W Scott St, Chicago, IL",60610,"$2,999","$6,792",Studio - 3 Beds,,https://www.apartments.com/the-scott-residences-chicago-il/m4y9xhj/,(708) 934-8646
900 W Montrose Ave,"900 W Montrose Ave, Chicago, IL",60613,"$2,700","$2,700",3 Beds,,https://www.apartments.com/900-w-montrose-ave-chicago-il/rf67yx3/,(224) 470-7684
4450 Sheridan Park Apartments,"4450 N Sheridan Rd, Chicago, IL",60640,"$2,800","$2,800",2 Beds,,https://www.apartments.com/4450-sheridan-park-apartments-chicago-il/nshrb6q/,(224) 344-1974
540 West Roscoe Street,"540 W Roscoe St, Chicago, IL",60657,"$1,325","$1,995",Studio - 2 Beds,,https://www.apartments.com/540-west-roscoe-street-chicago-il/j0bezy6/,(224) 296-0479
468 West Melrose,"468 W Melrose St, Chicago, IL",60657,"$1,410","$1,945",Studio - 1 Bed,,https://www.apartments.com/468-west-melrose-chicago-il/t1tndf8/,(224) 204-0672
Foundry,"1475 N Kingsbury St, Chicago, IL",60642,"$2,141","$5,165",Studio - 2 Beds,,https://www.apartments.com/foundry-chicago-il/0erlj02/,(877) 506-6439
Wave Lakeview,"420 W Belmont Ave, Chicago, IL",60657,"$2,032","$3,239",Studio - 2 Beds,,https://www.apartments.com/wave-lakeview-chicago-il/1typgz4/,(224) 204-0877
1613 W Belmont Ave,"1613 W Belmont Ave, Chicago, IL",60657,"$2,486","$3,343",2 Beds,,https://www.apartments.com/1613-w-belmont-ave-chicago-il/5kd379p/,(877) 640-4683
Marine Terrace Apartments,"4180 N Marine Dr, Chicago, IL",60613,"$1,400","$4,000",Studio - 3 Beds,,https://www.apartments.com/marine-terrace-apartments-chicago-il/kq9zsv8/,(224) 344-1605
4241 Kenmore Apartments,"4241 N Kenmore Ave, Chicago, IL",60613,"$1,150","$1,500",Studio - 1 Bed,,https://www.apartments.com/4241-kenmore-apartments-chicago-il/bltxp6b/,(833) 359-7088
6 Corners Lofts,"4714 W Irving Park Rd, Chicago, IL",60641,"$2,385","$3,850",1-2 Beds,,https://www.apartments.com/6-corners-lofts-chicago-il/6r7r8yt/,(773) 232-4128
Luxe on Chicago,"1838 W Chicago Ave, Chicago, IL",60622,"$2,305","$3,773",1-3 Beds,,https://www.apartments.com/luxe-on-chicago-chicago-il/9bpw9n6/,(708) 683-3435
4756 N Maplewood Ave,"4756 N Maplewood Ave, Chicago, IL",60625,"$1,150","$1,200",Studio,,https://www.apartments.com/4756-n-maplewood-ave-chicago-il/kvjh9b8/,(844) 845-6395
The Sovereign,"1040 W Granville Ave, Chicago, IL",60660,$900,"$1,265",Studio - 3 Beds,,https://www.apartments.com/the-sovereign-chicago-il/0hl2e82/,(224) 328-1287
Chatham Apartments,"7505 S Calumet Ave, Chicago, IL",60619,$900,$900,1 Bed,,https://www.apartments.com/chatham-apartments-chicago-il/0kgx9s1/,(773) 915-0688
The Grove Residences,"8001 Belmont Ave, River Grove, IL",60171,"$1,975","$3,710",1-3 Beds,,https://www.apartments.com/the-grove-residences-river-grove-il/ng0lk1p/,(708) 695-6371
4747 N Ronald St,"4747 N Ronald St, Harwood Heights, IL",60706,"$1,975","$1,975",2 Beds,,https://www.apartments.com/4747-n-ronald-st-harwood-heights-il/ykggegt/,(708) 578-6414
7520 W Grand Ave,"7520 W Grand Ave, Elmwood Park, IL",60707,"$1,175","$1,395",Studio - 1 Bed,,https://www.apartments.com/7520-w-grand-ave-elmwood-park-il/p0vebvs/,(224) 478-0407
Mont Clare,"7171 W Gunnison St, Harwood Heights, IL",60706,"$1,050","$1,710",Studio - 2 Beds,,https://www.apartments.com/mont-clare-harwood-heights-il/yvfe1lt/,(224) 222-1307
Orchard Estates,"4622 W 122nd St, Alsip, IL",60803,"$1,400","$1,550",1-2 Beds,,https://www.apartments.com/orchard-estates-alsip-il/zyn69fw/,(708) 634-5390
Woodland Courts,"3621 W 119th St, Alsip, IL",60803,"$1,250","$1,550",1-2 Beds,,https://www.apartments.com/woodland-courts-alsip-il/y85pk2v/,(708) 459-9673
Sienna Chicago,"423 E Ohio St, Chicago, IL",60611,"$3,850","$4,650",1-2 Beds,,https://www.apartments.com/sienna-chicago-chicago-il/djhezqj/,(708) 725-1156
Chestnut Row Homes,"111 W Chestnut St, Chicago, IL",60610,"$13,500","$15,000",4 Beds,,https://www.apartments.com/chestnut-row-homes-chicago-il/y6edrdt/,(312) 471-0706
The Cooper,"720 S Wells St, Chicago, IL",60607,"$1,700","$7,128",Studio - 3 Beds,,https://www.apartments.com/the-cooper-chicago-il/08xcdh0/,(708) 725-1955
Renaissance - 901 W Argyle St,"901 W Argyle St, Chicago, IL",60640,"$1,454","$2,020",1 Bed,,https://www.apartments.com/renaissance-901-w-argyle-st-chicago-il/30csx5e/,(224) 529-3901
1819 Lofts,"1819 W Division St, Chicago, IL",60622,"$3,699","$4,607",Studio - 2 Beds,,https://www.apartments.com/1819-lofts-chicago-il/yk7x9kr/,(708) 316-4631
440 N. Wabash Ave.,"440 N Wabash Ave, Chicago, IL",60611,"$2,150","$2,500",1 Bed,,https://www.apartments.com/440-n-wabash-ave-chicago-il/etskdzp/,(708) 797-7713
Reside on Green Street,"500 N Milwaukee Ave, Chicago, IL",60642,"$1,780","$5,236",Studio - 3 Beds,,https://www.apartments.com/reside-on-green-street-chicago-il/2szehw8/,(708) 853-6207
Parc Huron,"469 W Huron St, Chicago, IL",60654,"$2,486","$10,119",1-3 Beds,,https://www.apartments.com/parc-huron-chicago-il/wdz8nej/,(708) 725-1496
Canterbury Court Apartments,"1220 N State Pky, Chicago, IL",60610,"$2,100","$2,100",1 Bed,,https://www.apartments.com/canterbury-court-apartments-chicago-il/566608q/,(708) 725-1714
The Parker Fulton Market,"730 W Couch Pl, Chicago, IL",60661,"$1,999","$6,051",Studio - 3 Beds,,https://www.apartments.com/the-parker-fulton-market-chicago-il/m3y059l/,(708) 637-0223
Reside on Barry,"533 W Barry Ave, Chicago, IL",60657,"$2,195","$6,105",1-3 Beds,,https://www.apartments.com/reside-on-barry-chicago-il/76lyd3y/,(708) 477-3205
Ashland Manor,"4874-4880 N Ashland Ave, Chicago, IL",60640,"$1,720","$1,720",1-2 Beds,,https://www.apartments.com/ashland-manor-chicago-il/lnk6xfd/,(708) 628-5539
The Opus,"1802 W Berenice Ave, Chicago, IL",60613,"$2,405","$2,405",1 Bed,,https://www.apartments.com/the-opus-chicago-il/1gne6m7/,(312) 517-2873
District @ Sheridan - 5536 N Sheridan Rd,"5536 N Sheridan Rd, Chicago, IL",60640,"$1,364","$1,606",Studio,,https://www.apartments.com/district-sheridan-5536-n-sheridan-rd-chicago-il/ppzz4bt/,(224) 328-3720
Wrightwood - 512 W Wrightwood Ave,"512 W Wrightwood Ave, Chicago, IL",60614,"$1,781","$2,141",Studio,,https://www.apartments.com/wrightwood-512-w-wrightwood-ave-chicago-il/htkcq71/,(708) 919-3525
Fulbrix,"160 N Elizabeth St, Chicago, IL",60607,"$2,267","$6,541",Studio - 3 Beds,,https://www.apartments.com/fulbrix-chicago-il/p23l8fv/,(708) 775-3852
Solverre,"4600 N Marine Dr, Chicago, IL",60640,"$1,840","$4,819",Studio - 2 Beds,,https://www.apartments.com/solverre-chicago-il/930fze6/,(224) 470-7756
Edge @ Sheridan - 5910 N Sheridan Rd,"5910 N Sheridan Ave, Chicago, IL",60660,"$2,150","$2,447",1 Bed,,https://www.apartments.com/edge-sheridan-5910-n-sheridan-rd-chicago-il/hec7hd0/,(224) 529-3939
1133 North Dearborn,"1133 N Dearborn St, Chicago, IL",60610,"$1,713","$3,541",Studio - 2 Beds,,https://www.apartments.com/1133-north-dearborn-chicago-il/2dvsrxc/,(708) 797-9422
2101 Michigan,"2101 S Michigan Ave, Chicago, IL",60616,"$1,980","$2,828",Studio - 3 Beds,,https://www.apartments.com/2101-michigan-chicago-il/mjjqbyh/,(708) 634-5042
3000 N Sheridan Rd,"3000 N Sheridan Rd, Chicago, IL",60657,"$2,930","$4,810",1-4 Beds,,https://www.apartments.com/3000-n-sheridan-chicago-il/c79rrnd/,(224) 470-7698
Reside at Belmont Harbor,"426 W Belmont Ave, Chicago, IL",60657,"$1,247","$1,979",Studio - 1 Bed,,https://www.apartments.com/reside-at-belmont-harbor-chicago-il/f8bhwft/,(708) 683-3502
Clybourn,"2500 N Clybourn Ave, Chicago, IL",60614,"$2,170","$2,726",1-2 Beds,,https://www.apartments.com/clybourn-chicago-il/4c07tdj/,(708) 316-9383
Webster Square Apartments,"558 W Webster Ave, Chicago, IL",60614,"$2,866","$2,866",1 Bed,,https://www.apartments.com/webster-square-apartments-chicago-il/tb1wwl9/,(708) 725-1465
1879 North Milwaukee,"1879 N Milwaukee Ave, Chicago, IL",60647,"$2,425","$3,050",Studio - 2 Beds,,https://www.apartments.com/1879-north-milwaukee-chicago-il/94vdyp5/,(708) 406-6608
Clybourn,"2827-2847 N Clybourn Ave, Chicago, IL",60618,"$2,995","$3,200",2 Beds,,https://www.apartments.com/clybourn-chicago-il/l77268g/,(844) 505-3230
Cityfront Place,"400 N McClurg Ct, Chicago, IL",60611,"$1,882","$9,765",Studio - 2 Beds,,https://www.apartments.com/cityfront-place-chicago-il/ef8z74p/,(708) 775-2947
Reside 707,"707 W Sheridan Rd, Chicago, IL",60613,"$1,841","$4,700",Studio - 2 Beds,,https://www.apartments.com/reside-707-chicago-il/bxvqs5b/,(708) 683-3542
The Wilmore,"4600 N Kenmore Ave, Chicago, IL",60640,"$1,685","$2,095",1 Bed,,https://www.apartments.com/the-wilmore-chicago-il/42gbvhk/,(224) 529-3627
Flair Tower,"222 W Erie St, Chicago, IL",60654,"$3,605","$7,025",1-3 Beds,,https://www.apartments.com/flair-tower-chicago-il/mg614hj/,(708) 919-2007
TRIO Apartments,"670 W Wayman St, Chicago, IL",60661,"$2,190","$10,000",1-3 Beds,,https://www.apartments.com/trio-apartments-chicago-il/x2vts5p/,(708) 853-6500
The Saint Grand,"218 E Grand Ave, Chicago, IL",60611,"$2,595","$5,695",1-2 Beds,,https://www.apartments.com/the-saint-grand-chicago-il/gkv3j9x/,(866) 747-3471
Reside on Surf,"425 W Surf St, Chicago, IL",60657,"$1,624","$4,785",Studio - 1 Bed,,https://www.apartments.com/reside-on-surf-chicago-il/q6vtddz/,(708) 919-2213
1522 N La Salle Dr,"1522 N La Salle Dr, Chicago, IL",60610,"$1,600","$4,600",Studio - 2 Beds,,https://www.apartments.com/1522-n-la-salle-dr-chicago-il/he91pb3/,(708) 934-8440
Kenmore Place - 6119 N Kenmore Ave,"6119 N Kenmore Ave, Chicago, IL",60660,"$1,169","$1,897",Studio - 1 Bed,,https://www.apartments.com/kenmore-place-6119-n-kenmore-ave-chicago-il/jrh0ff6/,(224) 529-0338
Melrose Shores,"520 W Melrose Ave, Chicago, IL",60657,Call for Rent,Call for Rent,Studio - 1 Bed,,https://www.apartments.com/melrose-shores-chicago-il/c1enlef/,(708) 477-3052
1111 N. Dearborn St.,"1111 N Dearborn St, Chicago, IL",60610,"$1,815","$4,451",Studio - 3 Beds,,https://www.apartments.com/1111-n-dearborn-st-chicago-il/bgpfxvb/,(708) 797-2675
Sheridan Glen - 6040 N Sheridan Rd,"6040 N Sheridan Rd, Chicago, IL",60660,"$1,533","$1,791",1 Bed,,https://www.apartments.com/sheridan-glen-6040-n-sheridan-rd-chicago-il/xgwk5dm/,(708) 613-8681
2402 W Carmen Ave,"2402 W Carmen Ave, Chicago, IL",60625,"$2,250","$3,200",1-2 Beds,,https://www.apartments.com/2402-w-carmen-ave-chicago-il/jrngr46/,(224) 470-7708
1325 W Wilson Ave,"1325 W Wilson Ave, Chicago, IL",60640,"$1,275","$1,790",Studio - 1 Bed,,https://www.apartments.com/1325-w-wilson-chicago-il/5hk798q/,(224) 529-3220
1120 N. LaSalle,"1120 LaSalle Dr, Chicago, IL",60610,"$1,712","$3,307",Studio - 2 Beds,,https://www.apartments.com/1120-n-lasalle-chicago-il/ntkzdep/,(708) 613-8442
596 W Hawthorne Pl,"596 W Hawthorne Pl, Chicago, IL",60657,"$1,336","$1,336",Studio,,https://www.apartments.com/596-w-hawthorne-chicago-il/n2y3zjn/,(708) 683-4641
Woodlawn Commons,"5201-5207 S Woodlawn Ave, Chicago, IL",60615,"$1,775","$1,950",2 Beds,,https://www.apartments.com/woodlawn-commons-chicago-il/7pbwp8x/,(708) 960-1022
Cadence,"2050 W Ogden Ave, Chicago, IL",60612,"$2,533","$2,533",2 Beds,,https://www.apartments.com/cadence-chicago-il/n24cm5p/,(312) 471-0970
Woodland Park By The Lake,"606-637 E Woodland Park Ave, Chicago, IL",60616,"$1,895","$2,385",1-2 Beds,,https://www.apartments.com/woodland-park-by-the-lake-chicago-il/8zgycx3/,(708) 725-0797
3130 N Lake Shore Dr,"3130 N Lake Shore Dr, Chicago, IL",60657,"$1,494","$2,944",Studio - 2 Beds,,https://www.apartments.com/3130-n-lake-shore-drive-chicago-il/v9215vf/,(708) 406-5685
The Otis,"1435 W 15th St, Chicago, IL",60608,"$1,895","$2,925",1-2 Beds,,https://www.apartments.com/the-otis-chicago-il/2cnz8rc/,(708) 443-4690
850 Argyle Place,"840-850 W Argyle St, Chicago, IL",60640,"$1,300","$1,500",1 Bed,,https://www.apartments.com/850-argyle-place-chicago-il/brzr249/,(224) 529-3840
422 & 424 W Melrose,"422-424 W Melrose St, Chicago, IL",60657,"$1,184","$1,350",Studio,,https://www.apartments.com/422-424-w-melrose-chicago-il/1rt2fz7/,(708) 477-3769
640 North Wells,"640 N Wells St, Chicago, IL",60654,"$2,012","$6,202",Studio - 3 Beds,,https://www.apartments.com/640-north-wells-chicago-il/3wk7rle/,(708) 919-3522
Riverview Terrace,"2609 W Belmont Ave, Chicago, IL",60618,"$2,400","$2,550",2 Beds,,https://www.apartments.com/riverview-terrace-chicago-il/p470zmv/,(224) 344-2575
6031 N Paulina St,"6031-6043 N Paulina St, Chicago, IL",60660,"$1,350","$1,750",1-2 Beds,,https://www.apartments.com/6031-n-paulina-st-chicago-il/e5fgbwm/,(224) 328-1365
The Winnie,"4750 N Winthrop Ave, Chicago, IL",60640,"$1,360","$1,825",Studio - 1 Bed,,https://www.apartments.com/the-winnie-chicago-il/dqs6wjj/,(708) 919-2246
Twin Towers,"1649 E 50th St, Chicago, IL",60615,"$1,316","$2,580",Studio - 2 Beds,,https://www.apartments.com/twin-towers-chicago-il/e8pcldq/,(219) 600-3153
Dakin Court - 910 W Dakin St,"910 W Dakin St, Chicago, IL",60613,"$1,464","$2,449",Studio - 2 Beds,,https://www.apartments.com/dakin-court-910-w-dakin-st-chicago-il/929znw5/,(224) 344-1583
Cornell (The Greenstone),"5424 S Cornell Ave, Chicago, IL",60615,"$1,095","$1,095",Studio,,https://www.apartments.com/cornell-the-greenstone-chicago-il/btywz6b/,(219) 600-3502
65 East Scott,"65 E Scott St, Chicago, IL",60610,"$1,795","$2,930",Studio - 2 Beds,,https://www.apartments.com/65-east-scott-chicago-il/c02ng7f/,(708) 683-4587
Campus Court Apartments,"5417-5423 S Harper Ave, Chicago, IL",60615,"$1,091","$2,105",Studio - 2 Beds,,https://www.apartments.com/campus-court-apartments-chicago-il/06t44l1/,(219) 600-4969
Sheridan Lake - 6401 N Sheridan Rd,"6401 N Sheridan Rd, Chicago, IL",60626,"$1,396","$2,688",Studio - 2 Beds,,https://www.apartments.com/sheridan-lake-6401-n-sheridan-rd-chicago-il/38yqydf/,(224) 505-2506
5800 North Sheridan,"5800 N Sheridan Rd, Chicago, IL",60660,"$1,250","$2,150",Studio - 2 Beds,,https://www.apartments.com/5800-north-sheridan-chicago-il/zw1tmby/,(224) 505-4734
4700 Lake Park Apartments,"4700 S Lake Park Ave, Chicago, IL",60615,"$1,184","$2,610",Studio - 3 Beds,,https://www.apartments.com/4700-lake-park-apartments-chicago-il/dswktkl/,(219) 600-8072
Mayfair Apartments,"5496 S Hyde Park Blvd, Chicago, IL",60615,$998,"$2,370",Studio - 2 Beds,,https://www.apartments.com/mayfair-apartments-chicago-il/yjek83v/,(219) 600-3453
Sheridan Terrace - 6725 N Sheridan Rd,"6725 N Sheridan Rd, Chicago, IL",60626,"$1,250","$1,837",Studio - 1 Bed,,https://www.apartments.com/sheridan-terrace-6725-n-sheridan-rd-chicago-il/s4thxz4/,(224) 328-1488
Sheridan Plaza - 4607 N Sheridan Rd,"4607 N Sheridan Rd, Chicago, IL",60640,"$1,542","$2,091",1-2 Beds,,https://www.apartments.com/sheridan-plaza-4607-n-sheridan-rd-chicago-il/0w9r9n2/,(224) 529-3521
Lathrop,"2000 W Diversey Ave, Chicago, IL",60647,"$1,350","$2,600",Studio - 2 Beds,,https://www.apartments.com/lathrop-chicago-il/1334ew4/,(708) 853-6351
7251 at Waters Edge Apartment Homes,"7251 S South Shore Dr, Chicago, IL",60649,"$1,225","$1,225",Studio - 3 Beds,,https://www.apartments.com/7251-at-waters-edge-apartment-homes-chicago-il/hyfj8l1/,(219) 800-2396
Student | The Flats East West,"829 S Wabash Ave, Chicago, IL",60605,$999,"$1,750",Studio - 3 Beds,,https://www.apartments.com/student-the-flats-east-west-chicago-il/hjlx911/,(708) 797-2722
Scholars Corner Apartments,"1553 E Hyde Park Blvd, Chicago, IL",60615,$917,"$3,338",Studio - 2 Beds,,https://www.apartments.com/scholars-corner-apartments-chicago-il/lxdjh6d/,(219) 600-3532
3957 W Irving Park Rd,"3949-3965 W Irving Park Rd, Chicago, IL",60618,$995,$995,Studio,,https://www.apartments.com/3957-w-irving-park-rd-chicago-il/05b7mz0/,(224) 408-5195
Lakeside Grant Manor,"7425-7427 S South Shore Dr, Chicago, IL",60649,"$1,250","$1,600",1-2 Beds,,https://www.apartments.com/lakeside-grant-manor-chicago-il/sejmzr7/,(708) 377-2554
Madison Park Apartments,"1380 E Hyde Park Blvd, Chicago, IL",60615,"$1,539","$2,977",1-2 Beds,,https://www.apartments.com/madison-park-apartments-chicago-il/93b5yk4/,(708) 477-3588
Hyde Park West,"5325 S Cottage Grove Ave, Chicago, IL",60615,"$1,315","$3,005",Studio - 4 Beds,,https://www.apartments.com/hyde-park-west-chicago-il/ey28hkp/,(708) 391-3480
4854 W North Ave,"4854 W North Ave, Chicago, IL",60639,"$2,340","$3,000",3 Beds,,https://www.apartments.com/4854-w-north-ave-chicago-il/qdjh4kz/,(762) 728-4286
The Victorian Apartments,"5326 S Cornell Ave, Chicago, IL",60615,"$1,023","$1,747",Studio - 1 Bed,,https://www.apartments.com/the-victorian-apartments-chicago-il/6b1q67v/,(708) 683-3320
6900 S South Shore Dr,"6900 S South Shore Dr, Chicago, IL",60649,$950,"$1,275",Studio - 1 Bed,,https://www.apartments.com/6900-s-south-shore-drive-chicago-il/zp13m2z/,(219) 600-3459
Harbor Point Estates,"4000 E 134th St, Chicago, IL",60633,"$1,550","$1,550",3 Beds,,https://www.apartments.com/harbor-point-estates-chicago-il/7prr3vx/,(219) 600-3768
2Sisters Apartments,"5123 S Kimbark Ave, Chicago, IL",60615,"$1,062","$2,317",Studio - 1 Bed,,https://www.apartments.com/2sisters-apartments-chicago-il/hbehw02/,(708) 683-4854
The Max Apartments,"5135 S Blackstone Ave, Chicago, IL",60615,$973,"$2,110",Studio - 1 Bed,,https://www.apartments.com/the-max-apartments-chicago-il/j188xp6/,(708) 683-3838
The Versailles Apartments,"1374 E 53rd St, Chicago, IL",60615,"$1,028","$2,174",Studio - 2 Beds,,https://www.apartments.com/the-versailles-apartments-chicago-il/6dg2tts/,(219) 600-8903
Academy at Drexel,"6140 S Drexel Ave, Chicago, IL",60637,"$1,250","$1,792",1-4 Beds,,https://www.apartments.com/academy-at-drexel-chicago-il/96w3h04/,(219) 600-5493
Eden Commons,"2701 S Indiana Ave, Chicago, IL",60616,"$1,129","$2,214",Studio - 4 Beds,,https://www.apartments.com/eden-commons-chicago-il/36ycgde/,(708) 298-4337
Park Wellington Apartments,"434 W Wellington Ave, Chicago, IL",60657,"$1,147","$2,135",Studio - 1 Bed,,https://www.apartments.com/park-wellington-apartments-chicago-il/xsd7dnn/,(708) 613-8340
Violet Coliving,"2104 W 21st Pl, Chicago, IL",60608,$995,$995,1 Bed,,https://www.apartments.com/violet-coliving-chicago-il/113zpd6/,(708) 477-3279
Vesta Lofts Apartments,"125 E 21st St, Chicago, IL",60616,"$1,700","$1,700",1 Bed,,https://www.apartments.com/vesta-lofts-apartments-chicago-il/3e9z34g/,(224) 477-2844
Woodlawn House Apartments,"5214-5214 S Woodlawn Ave, Chicago, IL",60615,$948,"$1,976",Studio - 2 Beds,,https://www.apartments.com/woodlawn-house-apartments-chicago-il/c5letfg/,(708) 683-3899
The Annabelle Apartments,"661 W Sheridan Ave, Chicago, IL",60613,"$1,150","$1,529",Studio - 1 Bed,,https://www.apartments.com/the-annabelle-apartments-chicago-il/0fzj4r0/,(708) 919-3204
Plaisance Apartments,"6104 S Woodlawn Ave, Chicago, IL",60637,$891,"$2,092",Studio - 1 Bed,,https://www.apartments.com/plaisance-apartments-chicago-il/7qskkkx/,(708) 438-6262
The Ella Apartments,"5111 S University Ave, Chicago, IL",60615,$957,"$1,652",Studio,,https://www.apartments.com/the-ella-apartments-chicago-il/39zx4je/,(708) 683-4788
Ivy Park Homes,"9119 S Stewart Ave, Chicago, IL",60620,"$1,275","$1,375",2-3 Beds,,https://www.apartments.com/ivy-park-homes-chicago-il/v9h35le/,(708) 377-9734
505 W Melrose St,"505 W Melrose St, Chicago, IL",60657,"$1,450","$2,100",Studio - 1 Bed,,https://www.apartments.com/505-w-melrose-street-chicago-il/1w9yf86/,(224) 246-8272
Lake Grove Village,"3555 S Cottage Grove Ave, Chicago, IL",60653,"$1,065","$1,485",1-3 Beds,,https://www.apartments.com/lake-grove-village-chicago-il/s2nwkv6/,(708) 637-0259
The Townhouse Apartments,"7022 S South Shore Dr, Chicago, IL",60649,$850,"$1,300",Studio - 1 Bed,,https://www.apartments.com/the-townhouse-apartments-chicago-il/50deqxn/,(219) 600-3751
Bryn Mawr Belle Shore,"1039-1049 W Bryn Mawr Ave, Chicago, IL",60660,$893,"$1,214",Studio - 1 Bed,,https://www.apartments.com/bryn-mawr-belle-shore-chicago-il/61lkdqs/,(866) 257-4515
Wyndham Apartments,"5240 N Sheridan Rd, Chicago, IL",60640,"$1,079","$1,959",Studio - 2 Beds,,https://www.apartments.com/wyndham-apartments-chicago-il/d3p0kdh/,(708) 919-2497
OC Living,"1325 S Washtenaw Ave, Chicago, IL",60608,$925,"$2,145",Studio - 2 Beds,,https://www.apartments.com/oc-living-chicago-il/n9v8yvq/,(872) 250-4356
Oglesby Towers Apartments,"6700 S Oglesby Ave, Chicago, IL",60649,"$1,111","$2,413",Studio - 3 Beds,,https://www.apartments.com/oglesby-towers-apartments-chicago-il/twsyxm9/,(219) 600-3707
Chatham Park Village-Cooperative (Membership),"737 E 83rd Pl, Chicago, IL",60619,$750,"$1,484",1-3 Beds,,https://www.apartments.com/chatham-park-village-cooperative-membership-chicago-il/478cebk/,(773) 232-6476
South Shore Beach Apartments,"7447 S South Shore Dr, Chicago, IL",60649,$825,"$1,700",Studio - 2 Beds,,https://www.apartments.com/south-shore-beach-apartments-chicago-il/dff9gdj/,(219) 600-8061
6246 S. King Dr.,"6244 S King Dr, Chicago, IL",60637,$575,$900,Studio,,https://www.apartments.com/6246-s-king-dr-chicago-il/mdxyyfj/,(219) 600-3775
Canvas at Leland Plaza,"4713 N Western Ave, Chicago, IL",60625,$530,"$92,810",Studio - 2 Beds,,https://www.apartments.com/canvas-at-leland-plaza-chicago-il/lp67m6g/,(877) 451-6723
Presidential Apartments,"800 Hinman Ave, Evanston, IL",60202,Call for Rent,Call for Rent,Studio - 1 Bed,,https://www.apartments.com/presidential-apartments-evanston-il/0bqltd2/,(224) 505-2432
A&K Luxury Apartments,"213 N Walnut St, Bensenville, IL",60106,"$1,925","$2,025",1 Bed,,https://www.apartments.com/ak-luxury-apartments-bensenville-il/fvfmdvs/,(224) 232-5193
315-317 Harrison St,"315-317 Harrison St, Oak Park, IL",60304,"$2,400","$2,650",4 Beds,,https://www.apartments.com/315-317-harrison-st-oak-park-il/t8681h9/,(708) 725-1824
Regents Park Apartments,"930-950 W Irving Park Rd, Bensenville, IL",60106,"$1,260","$1,740",Studio - 2 Beds,,https://www.apartments.com/regents-park-apartments-bensenville-il/1vsz0x4/,(224) 347-6920
304 W Touhy Ave,"304 W Touhy Ave, Park Ridge, IL",60068,"$1,450","$1,700",1 Bed,,https://www.apartments.com/304-w-touhy-ave-park-ridge-il/95ppjk5/,(847) 232-6405
Clarence & Harrison Apartments,"620-622 Harrison St, Oak Park, IL",60304,$650,"$1,450",Studio - 1 Bed,,https://www.apartments.com/clarence-harrison-apartments-oak-park-il/bsszm4c/,(630) 948-8459
Main Station Apartments,"855 Hinman Ave, Evanston, IL",60202,"$1,882","$2,529",Studio - 2 Beds,,https://www.apartments.com/main-station-apartments-evanston-il/eke2htp/,(224) 505-4073
Dynasty Properties,"250 Yates Ave, Calumet City, IL",60409,"$1,350","$1,350",2 Beds,,https://www.apartments.com/dynasty-properties-calumet-city-il/p0rp7nv/,(219) 348-1823
10737 S. Keating,"10737 S Keating Ave, Oak Lawn, IL",60453,Call for Rent,Call for Rent,1-2 Beds,,https://www.apartments.com/10737-s-keating-oak-lawn-il/90tqnf5/,(708) 271-9019
Blue Station,"2130 122nd St, Blue Island, IL",60406,$800,"$1,475",Studio - 3 Beds,,https://www.apartments.com/blue-station-blue-island-il/299rdd8/,(219) 600-3425
Meadow View Apartments,"12500 Fairview Ave, Blue Island, IL",60406,$929,"$1,023",1-2 Beds,,https://www.apartments.com/meadow-view-apartments-blue-island-il/t74jz48/,(708) 394-7364
2061 N Southport Ave Unit FL3-ID782,"2061 N Southport Ave Unit FL3-ID782, Chicago, IL",60614,"$1,920","$1,920","2 Beds, 2 Baths, 902 sq ft",,https://www.apartments.com/2061-n-southport-ave-chicago-il-unit-fl3-id782/vy5hyvg/,(872) 285-6472
730 W Couch Pl Unit FL7-ID781,"730 W Couch Pl Unit FL7-ID781, Chicago, IL",60661,"$2,490","$2,490","2 Beds, 2 Baths, 1,013 sq ft",,https://www.apartments.com/730-w-couch-pl-chicago-il-unit-fl7-id781/txwb3nb/,(872) 326-1716
808 W Van Buren St Unit FL11-ID950,"808 W Van Buren St Unit FL11-ID950, Chicago, IL",60607,"$2,210","$2,210","2 Beds, 1 Bath, 859 sq ft",,https://www.apartments.com/808-w-van-buren-st-chicago-il-unit-fl11-id950/v4txwyg/,(866) 463-8304
910 W Huron St Unit FL11-ID1024,"910 W Huron St Unit FL11-ID1024, Chicago, IL",60642,"$2,220","$2,220","2 Beds, 1 Bath, 1,126 sq ft",,https://www.apartments.com/910-w-huron-st-chicago-il-unit-fl11-id1024/5jts81n/,(833) 315-5301
