name,address,zipcode,price_low,price_high,layout,amenities,link,phone_number
"20 West St Unit 9A, New York, NY 10004","20 West St Unit 9A, New York, NY",10004,"$4,900","$4,900","1 Bed, 1 Bath",,https://www.apartments.com/20-west-st-new-york-ny-unit-9a/qlmlz1w/,(917) 810-8399
"512 W 168th St Unit 1, New York, NY 10032","512 W 168th St Unit 1, New York, NY",10032,"$3,400","$3,400","2 Beds, 1.5 Baths, 1,600 sq ft",,https://www.apartments.com/512-w-168th-st-new-york-ny-unit-1/yjg312v/,(845) 579-3751
"322 E 93rd St Unit 5B, New York, NY 10128","322 E 93rd St Unit 5B, New York, NY",10128,"$4,000","$4,000","1 Bed, 1 Bath",,https://www.apartments.com/322-e-93rd-st-new-york-ny-unit-5b/cccb01d/,
"2254 5th Ave Unit 16, New York, NY 10037","2254 5th Ave Unit 16, New York, NY",10037,"$2,650","$2,650","2 Beds, 1 Bath",,https://www.apartments.com/2254-5th-ave-new-york-ny-unit-16/psf9w4v/,(646) 559-9001
"870 W 181st St, New York, NY 10033","870 W 181st St, New York, NY",10033,"$2,700","$2,700","1 Bed, 1 Bath",,https://www.apartments.com/870-w-181st-st-new-york-ny/5xpyzyp/,(212) 893-1737
"8 W 90th St, New York, NY 10024","8 W 90th St, New York, NY",10024,"$3,000","$3,000","1 Bed, 1 Bath",,https://www.apartments.com/8-w-90th-st-new-york-ny/fb9h5mr/,
"413 W 145th St, New York, NY 10031","413 W 145th St, New York, NY",10031,"$4,600","$4,600","2 Beds, 3 Baths",,https://www.apartments.com/413-w-145th-st-new-york-ny/tw3bbm8/,(718) 406-6223
"35 Park Ave, New York, NY 10016","35 Park Ave, New York, NY",10016,"$12,500","$12,500","3 Beds, 4 Baths",,https://www.apartments.com/35-park-ave-new-york-ny/07b7wt3/,(212) 605-9368
"107 Avenue A, New York, NY 10009","107 Avenue A, New York, NY",10009,"$5,700","$5,700","2 Beds, 2 Baths",,https://www.apartments.com/107-avenue-a-new-york-ny/lefnrvf/,(929) 598-4532
"221 E 117th St, New York, NY 10035","221 E 117th St, New York, NY",10035,"$3,595","$3,595","2 Beds, 2 Baths",,https://www.apartments.com/221-e-117th-st-new-york-ny/j2kqgk4/,(718) 490-5708
"115 Mulberry St Unit 6F, New York, NY 10013","115 Mulberry St Unit 6F, New York, NY",10013,"$5,695","$5,695","3 Beds, 1 Bath",,https://www.apartments.com/115-mulberry-st-new-york-ny-unit-6f/vry3vfe/,(855) 806-4913
"166 2nd Ave Unit 4F, New York, NY 10003","166 2nd Ave Unit 4F, New York, NY",10003,"$5,300","$5,300","1 Bed, 1 Bath, 814 sq ft",,https://www.apartments.com/166-second-avenue-new-york-ny-unit-4f/qx64p8w/,(212) 279-1289
"1200 5th Ave, New York, NY 10029","1200 5th Ave, New York, NY",10029,"$35,000","$35,000","7 Beds, 7 Baths",,https://www.apartments.com/1200-5th-ave-new-york-ny/ztynrsw/,(212) 836-1088
"200 W 26th St Unit 10C, New York, NY 10001","200 W 26th St Unit 10C, New York, NY",10001,"$5,450","$5,450","1 Bed, 1 Bath",,https://www.apartments.com/200-w-26th-st-new-york-ny-unit-10c/v5gn98f/,(212) 279-1289
"145 4th Ave Unit PHP, New York, NY 10003","145 4th Ave Unit PHP, New York, NY",10003,"$4,775","$4,775","1 Bed, 1 Bath",,https://www.apartments.com/145-fourth-avenue-new-york-ny-unit-php/sdcqrj6/,(212) 279-1289
"21 E 61st St, New York, NY 10065","21 E 61st St, New York, NY",10065,"$28,000","$28,000","3 Beds, 4 Baths",,https://www.apartments.com/21-e-61st-st-new-york-ny/l8fnpyd/,
"200 W 58th St Unit 11D, New York, NY 10019","200 W 58th St Unit 11D, New York, NY",10019,"$4,450","$4,450","1 Bed, 1 Bath",,https://www.apartments.com/200-w-58th-st-new-york-ny-unit-11d/zqrr95w/,
"1735 York Ave Unit 31F, New York, NY 10128","1735 York Ave Unit 31F, New York, NY",10128,"$5,200","$5,200","1 Bed, 1 Bath",,https://www.apartments.com/1735-york-ave-new-york-ny-unit-31f/63phqmt/,(646) 559-9001
"124 E 24th St Unit 2K, New York, NY 10010","124 E 24th St Unit 2K, New York, NY",10010,"$3,950","$3,950","Studio, 1 Bath, 609 sq ft",,https://www.apartments.com/124-e-24th-st-new-york-ny-unit-2k/enh9ggq/,(212) 279-1289
"11 E 66th St, New York, NY 10065","11 E 66th St, New York, NY",10065,"$3,495","$3,495","1 Bed, 1 Bath",,https://www.apartments.com/11-e-66th-st-new-york-ny/fk9nyds/,(917) 216-9019
"71 W 12th St Unit 2F, New York, NY 10011","71 W 12th St Unit 2F, New York, NY",10011,"$5,800","$5,800","1 Bed, 1 Bath",,https://www.apartments.com/71-w-12th-st-new-york-ny-unit-2f/6wrn3bv/,
"163 E 87th St Unit 2B, New York, NY 10128","163 E 87th St Unit 2B, New York, NY",10128,"$2,800","$2,800","Studio, 1 Bath",,https://www.apartments.com/163-e-87th-st-new-york-ny-unit-2b/szlnv36/,
"120 W 86th St Unit 10A, New York, NY 10024","120 W 86th St Unit 10A, New York, NY",10024,"$5,300","$5,300","1 Bed, 1 Bath",,https://www.apartments.com/120-w-86th-st-new-york-ny-unit-10a/3qhgc8f/,
"212 Grand St Unit 2A, New York, NY 10013","212 Grand St Unit 2A, New York, NY",10013,"$5,200","$5,200","2 Beds, 1 Bath",,https://www.apartments.com/212-grand-st-new-york-ny-unit-2a/8bk47r2/,(212) 279-1289
"55 West End Ave, New York, NY 10023","55 West End Ave, New York, NY",10023,"$5,800","$5,800","2 Beds, 2 Baths",,https://www.apartments.com/55-west-end-ave-new-york-ny/rvk3310/,(646) 920-2229
"175 E 96th St Unit FL10-ID1593, New York, NY 10128","175 E 96th St Unit FL10-ID1593, New York, NY",10128,"$4,050","$4,050","Studio, 1 Bath, 500 sq ft",,https://www.apartments.com/175-e-96th-st-new-york-ny-unit-fl10-id1593/vzw8rwd/,(844) 787-3604
"213 Bennett Ave Unit 4A, New York, NY 10040","213 Bennett Ave Unit 4A, New York, NY",10040,"$2,695","$2,695","1 Bed, 1 Bath, 635 sq ft",,https://www.apartments.com/213-bennett-ave-new-york-ny-unit-4a/26j0cn9/,(646) 559-9001
"664 W 163rd St Unit 8, New York, NY 10032","664 W 163rd St Unit 8, New York, NY",10032,"$2,600","$2,600","1 Bed, 1 Bath, 450 sq ft",,https://www.apartments.com/664-w-163rd-st-new-york-ny-unit-8/cbpmfzg/,(646) 316-1904
"845 United Nations Plaza, New York, NY 10017","845 United Nations Plaza, New York, NY",10017,"$6,000","$6,000","1 Bed, 2 Baths",,https://www.apartments.com/845-united-nations-plaza-new-york-ny/kv3yl8b/,(718) 923-8047
"15 W 53rd St, New York, NY 10019","15 W 53rd St, New York, NY",10019,"$25,000","$25,000","3 Beds, 4 Baths",,https://www.apartments.com/15-w-53rd-st-new-york-ny/rc8byt2/,(212) 937-6677
"9 W 120th St, New York, NY 10027","9 W 120th St, New York, NY",10027,"$4,195","$4,195","2 Beds, 1 Bath",,https://www.apartments.com/9-w-120th-st-new-york-ny/y9flkns/,(630) 605-5713
"2411 Adam Clayton Powell Jr Blvd Unit 3N, New York, NY 10030","2411 Adam Clayton Powell Jr Blvd Unit 3N, New York, NY",10030,"$2,900","$2,900","2 Beds, 2 Baths",,https://www.apartments.com/adam-clayton-powell-junior-boulevard-new-york-ny-unit-3n/9j38t57/,(929) 366-3779
"84 Bradhurst Ave. Unit 7, New York, NY 10039","84 Bradhurst Ave. Unit 7, New York, NY",10039,"$3,000","$3,000","2 Beds, 2 Baths",,https://www.apartments.com/bradhurst-avenue-new-york-ny-unit-7/4c9zhph/,(929) 366-3779
"501 E 74th St Unit FL10-ID1572, New York, NY 10021","501 E 74th St Unit FL10-ID1572, New York, NY",10021,"$6,740","$6,740","2 Beds, 2 Baths, 1,000 sq ft",,https://www.apartments.com/501-e-74th-st-new-york-ny-unit-fl10-id1572/2z5vrdb/,(917) 508-5343
"225 E 36th St, New York, NY 10016","225 E 36th St, New York, NY",10016,"$2,350","$2,350","Studio, 1 Bath",,https://www.apartments.com/225-e-36th-st-new-york-ny/l643sqf/,(917) 208-5065
"648 W 158th St, New York, NY 10032","648 W 158th St, New York, NY",10032,"$2,100","$2,100","1 Bed, 1 Bath",,https://www.apartments.com/648-w-158th-st-new-york-ny/nx85bxq/,(406) 431-1947
"70 Post Ave Unit 3H, New York, NY 10034","70 Post Ave Unit 3H, New York, NY",10034,"$2,395","$2,395","2 Beds, 1 Bath",,https://www.apartments.com/70-post-ave-new-york-ny-unit-3h/mhef67l/,(646) 559-9001
"380 Malcolm X Blvd, New York, NY 10027","380 Malcolm X Blvd, New York, NY",10027,"$3,995","$3,995","2 Beds, 2 Baths",,https://www.apartments.com/380-malcolm-x-blvd-new-york-ny/q3zqjlx/,(914) 433-4676
"1 River Pl, New York, NY 10036","1 River Pl, New York, NY",10036,"$3,700","$3,700","1 Bed, 1 Bath",,https://www.apartments.com/1-river-pl-new-york-ny/vktvhfe/,(973) 715-4179
"28 Laight St, New York, NY 10013","28 Laight St, New York, NY",10013,"$30,000","$30,000","3 Beds, 3 Baths",,https://www.apartments.com/28-laight-st-new-york-ny/mrg1ftj/,(646) 275-9383
"257 Water St Unit 5H, New York, NY 10038","257 Water St Unit 5H, New York, NY",10038,"$7,750","$7,750","3 Beds, 1 Bath",,https://www.apartments.com/257-water-st-new-york-ny-unit-5h/6lfjv1r/,(646) 444-1599
"336 E 30th St, New York, NY 10016","336 E 30th St, New York, NY",10016,"$2,950","$2,950","1 Bed, 1 Bath",,https://www.apartments.com/336-e-30th-st-new-york-ny/59wcl5m/,(856) 341-4598
"30 Riverside Blvd, New York, NY 10069","30 Riverside Blvd, New York, NY",10069,"$11,600","$11,600","2 Beds, 3 Baths",,https://www.apartments.com/30-riverside-blvd-new-york-ny/m610w7h/,(646) 584-0069
"99 Suffolk St Unit 4A, New York, NY 10002","99 Suffolk St Unit 4A, New York, NY",10002,"$5,200","$5,200","2 Beds, 1 Bath",,https://www.apartments.com/99-suffolk-st-new-york-ny-unit-4a/90hhdc6/,(212) 279-1289
"537 W 27th St, New York, NY 10001","537 W 27th St, New York, NY",10001,"$4,682","$4,682","1 Bed, 1 Bath",,https://www.apartments.com/537-w-27th-st-new-york-ny/1ndk265/,(917) 624-3160
"18 Harrison St, New York, NY 10013","18 Harrison St, New York, NY",10013,"$24,800","$24,800","3 Beds, 4 Baths",,https://www.apartments.com/18-harrison-st-new-york-ny/62lgxbs/,
"235 W 146th St, New York, NY 10039","235 W 146th St, New York, NY",10039,"$3,000","$3,000","3 Beds, 1 Bath",,https://www.apartments.com/235-w-146th-st-new-york-ny/mjy4v8k/,(917) 271-3149
"305 E 51st St, New York, NY 10022","305 E 51st St, New York, NY",10022,"$6,000","$6,000","1 Bed, 1 Bath",,https://www.apartments.com/305-e-51st-st-new-york-ny/5btw8bp/,(212) 875-2803
"75 St Nicholas Pl, New York, NY 10032","75 St Nicholas Pl, New York, NY",10032,"$2,695","$2,695","1 Bed, 1 Bath",,https://www.apartments.com/75-st-nicholas-pl-new-york-ny/m57q78k/,(917) 292-5946
"15-1869 W 61st St, New York, NY 10023","15-1869 W 61st St, New York, NY",10023,"$19,800","$19,800","3 Beds, 3 Baths",,https://www.apartments.com/15-1869-w-61st-st-new-york-ny/ygfxnzv/,(646) 584-0069
"609 W 186th St, New York, NY 10033","609 W 186th St, New York, NY",10033,"$1,925","$1,925","1 Bed, 1 Bath",,https://www.apartments.com/609-w-186th-st-new-york-ny/vqe2xte/,(646) 579-6314
"383 W 125th St Unit 1, New York, NY 10027","383 W 125th St Unit 1, New York, NY",10027,"$2,550","$2,550","1 Bed, 1 Bath, 700 sq ft",,https://www.apartments.com/west-125-street-new-york-ny-unit-1/rhb5850/,(917) 336-5769
"113 E 29th St Unit 4, New York, NY 10016","113 E 29th St Unit 4, New York, NY",10016,"$8,600","$8,600","4 Beds, 2 Baths",,https://www.apartments.com/113-e-29th-st-new-york-ny-unit-4/qyrb66w/,(212) 279-1289
"70 Pine St Unit PH5803, New York, NY 10005","70 Pine St Unit PH5803, New York, NY",10005,"$9,416","$9,416","2 Beds, 2 Baths",,https://www.apartments.com/70-pine-st-new-york-ny-unit-ph5803/yhxhb8v/,(516) 518-0371
"490 2nd Ave Unit 2D, New York, NY 10016","490 2nd Ave Unit 2D, New York, NY",10016,"$4,320","$4,320","1 Bed, 1 Bath, 515 sq ft",,https://www.apartments.com/490-second-ave-new-york-ny-unit-2d/8lv31z0/,(516) 386-9536
"555 W 38th St Unit 2517, New York, NY 10018","555 W 38th St Unit 2517, New York, NY",10018,"$5,014","$5,014","1 Bed, 1 Bath",,https://www.apartments.com/555-w-38th-st-new-york-ny-unit-2517/1w5hfq4/,(516) 687-6049
"330 E 38th St, New York, NY 10016","330 E 38th St, New York, NY",10016,"$3,650","$3,650","Studio, 1 Bath",,https://www.apartments.com/330-e-38th-st-new-york-ny/mg8xrpl/,(347) 303-0404
"10 W 75th St, New York, NY 10023","10 W 75th St, New York, NY",10023,"$4,275","$4,275","1 Bed, 1 Bath",,https://www.apartments.com/10-w-75th-st-new-york-ny/yj3n44r/,
"96 5th Ave Unit 6M, New York, NY 10011","96 5th Ave Unit 6M, New York, NY",10011,"$5,900","$5,900","1 Bed, 1 Bath",,https://www.apartments.com/96-fifth-avenue-new-york-ny-unit-6m/h9dcmw0/,(212) 279-1289
"666 Greenwich St Unit 332, New York, NY 10014","666 Greenwich St Unit 332, New York, NY",10014,"$7,450","$7,450","Studio, 2 Baths",,https://www.apartments.com/666-greenwich-st-new-york-ny-unit-332/s41hrk4/,(908) 374-0594
"16 W 19th St Unit 5A, New York, NY 10011","16 W 19th St Unit 5A, New York, NY",10011,"$4,100","$4,100","1 Bed, 1 Bath",,https://www.apartments.com/16-w-19th-st-new-york-ny-unit-5a/8j1dbc2/,(212) 401-6215
"207 W 115th St, New York, NY 10026","207 W 115th St, New York, NY",10026,"$2,896","$2,896","1 Bed, 1 Bath",,https://www.apartments.com/207-w-115th-st-new-york-ny/cgxe2lf/,(406) 431-1947
"125 W 31st St Unit FL33-ID1651, New York, NY 10001","125 W 31st St Unit FL33-ID1651, New York, NY",10001,"$5,120","$5,120","1 Bed, 1 Bath, 674 sq ft",,https://www.apartments.com/125-w-31st-st-new-york-ny-unit-fl33-id1651/cerm3se/,(917) 508-5343
"49 E 34th St Unit 28B, New York, NY 10016","49 E 34th St Unit 28B, New York, NY",10016,"$5,100","$5,100","1 Bed, 1 Bath",,https://www.apartments.com/49-e-34th-st-new-york-ny-unit-28b/hltzdj0/,(212) 279-1289
"60 E 8th St Unit 14K, New York, NY 10003","60 E 8th St Unit 14K, New York, NY",10003,"$5,995","$5,995","2 Beds, 1 Bath",,https://www.apartments.com/60-e-8th-st-new-york-ny-unit-14k/q7esrby/,(212) 401-6215
"211 Thompson St Unit 5K, New York, NY 10012","211 Thompson St Unit 5K, New York, NY",10012,"$5,100","$5,100","2 Beds, 1 Bath",,https://www.apartments.com/211-thompson-st-new-york-ny-unit-5k/jw1zc07/,(212) 401-6215
"505 Greenwich St Unit 7G, New York, NY 10013","505 Greenwich St Unit 7G, New York, NY",10013,"$6,394","$6,394","1 Bed, 1 Bath",,https://www.apartments.com/505-greenwich-st-new-york-ny-unit-7g/rjqd6r2/,(212) 401-6215
"444 W 19th St Unit 603, New York, NY 10011","444 W 19th St Unit 603, New York, NY",10011,"$6,204","$6,204","1 Bed, 1 Bath",,https://www.apartments.com/444-w-19th-st-new-york-ny-unit-603/5ggc87p/,(212) 401-6215
"215 E 124th St Unit 5E, New York, NY 10035","215 E 124th St Unit 5E, New York, NY",10035,"$3,500","$3,500","2 Beds, 1 Bath",,https://www.apartments.com/215-e-124th-st-new-york-ny-unit-5e/9s487p7/,(212) 279-1289
"1272 Amsterdam Ave, New York, NY 10027","1272 Amsterdam Ave, New York, NY",10027,"$2,800","$2,800","2 Beds, 1 Bath",,https://www.apartments.com/1272-amsterdam-ave-new-york-ny/rwrsqp2/,
"1 Wall St Unit 1222, New York, NY 10005","1 Wall St Unit 1222, New York, NY",10005,"$4,500","$4,500","1 Bed, 1 Bath",,https://www.apartments.com/1-wall-st-new-york-ny-unit-1222/ypq5fcv/,(212) 401-6215
"57 Reade St Unit 23F, New York, NY 10007","57 Reade St Unit 23F, New York, NY",10007,"$5,700","$5,700","2 Beds, 1 Bath",,https://www.apartments.com/57-reade-st-new-york-ny-unit-23f/6nrxe9t/,(212) 401-6215
"377 Rector Pl Unit 9C, New York, NY 10280","377 Rector Pl Unit 9C, New York, NY",10280,"$7,107","$7,107","3 Beds, 2 Baths",,https://www.apartments.com/377-rector-pl-new-york-ny-unit-9c/j5shn14/,(212) 401-6215
"93 Worth St Unit 903, New York, NY 10013","93 Worth St Unit 903, New York, NY",10013,"$6,895","$6,895","2 Beds, 2 Baths",,https://www.apartments.com/93-worth-st-new-york-ny-unit-903/mzkgzml/,(212) 401-6215
"103 Seaman Ave Unit 9B, New York, NY 10034","103 Seaman Ave Unit 9B, New York, NY",10034,"$3,000","$3,000","3 Beds, 1 Bath",,https://www.apartments.com/103-seaman-ave-new-york-ny-unit-9b/bcxdz4c/,(212) 279-1289
"60 W 125th St Unit 503, New York, NY 10027","60 W 125th St Unit 503, New York, NY",10027,"$4,650","$4,650","3 Beds, 2 Baths",,https://www.apartments.com/60-w-125th-st-new-york-ny-unit-503/5f0q49p/,(551) 272-3846
"988 5th Ave, New York, NY 10075","988 5th Ave, New York, NY",10075,"$100,000","$100,000","3 Beds, 4 Baths",,https://www.apartments.com/988-5th-ave-new-york-ny/g95ydpz/,(212) 937-6677
"386 Manhattan Ave Unit 7, New York, NY 10026","386 Manhattan Ave Unit 7, New York, NY",10026,"$2,775","$2,775","2 Beds, 1 Bath",,https://www.apartments.com/386-manhattan-ave-new-york-ny-unit-7/h03h653/,(754) 802-0719
"295 Convent Ave Unit 41, New York, NY 10031","295 Convent Ave Unit 41, New York, NY",10031,"$3,850","$3,850","3 Beds, 1 Bath, 1,200 sq ft",,https://www.apartments.com/295-convent-ave-new-york-ny-unit-41/s3193s6/,(646) 242-6055
"579 61st St Unit 4E, New York, NY 11220","579 61st St Unit 4E, New York, NY",11220,"$2,125","$2,125","1 Bed, 1 Bath, 629 sq ft",,https://www.apartments.com/579-61st-st-new-york-ny-unit-4e/dtmk68j/,(929) 552-8742
"611 E 11th St Unit A, New York, NY 10009","611 E 11th St Unit A, New York, NY",10009,"$2,125","$2,125","2 Beds, 1 Bath, 80 sq ft",,https://www.apartments.com/private-bedroom-in-2-bed-1-bath-home-new-york-ny-unit-a/3ck7zkg/,(877) 455-8075
"2036 2nd Ave Unit A, New York, NY 10029","2036 2nd Ave Unit A, New York, NY",10029,"$1,825","$1,825","2 Beds, 1 Bath, 140 sq ft",,https://www.apartments.com/private-bedroom-in-2-bed-1-bath-home-new-york-ny-unit-a/7st3x1y/,(929) 596-3015
"81 Olive St Unit B, New York, NY 11211","81 Olive St Unit B, New York, NY",11211,"$1,725","$1,725","4 Beds, 1 Bath, 166 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-1-bath-home-new-york-ny-unit-b/pnc8jcv/,(929) 596-3015
"421 36th St Unit C, New York, NY 11232","421 36th St Unit C, New York, NY",11232,"$1,350","$1,350","5 Beds, 2 Baths, 95 sq ft",,https://www.apartments.com/private-bedroom-in-5-bed-2-bath-home-new-york-ny-unit-c/t724lyb/,(929) 596-3015
"14 Judge St Unit B, New York, NY 11211","14 Judge St Unit B, New York, NY",11211,"$1,550","$1,550","4 Beds, 2 Baths, 98 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-2-bath-home-new-york-ny-unit-b/pq38lvt/,(929) 596-3015
"252 Madison St Unit A, New York, NY 11216","252 Madison St Unit A, New York, NY",11216,"$1,300","$1,300","4 Beds, 2 Baths, 95 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-2-bath-home-new-york-ny-unit-a/4xm86wk/,(929) 596-3015
"342 Manhattan Ave Unit B, New York, NY 10026","342 Manhattan Ave Unit B, New York, NY",10026,"$1,525","$1,525","4 Beds, 2 Baths, 66 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-2-bath-home-new-york-ny-unit-b/ldj5zdd/,(929) 596-3015
"243 East Broadway Unit A, New York, NY 10002","243 East Broadway Unit A, New York, NY",10002,"$1,725","$1,725","3 Beds, 1 Bath, 104 sq ft",,https://www.apartments.com/private-bedroom-in-3-bed-1-bath-home-new-york-ny-unit-a/5mllg2m/,(929) 596-3015
"29 Fayette St Unit B, New York, NY 11206","29 Fayette St Unit B, New York, NY",11206,"$1,225","$1,225","3 Beds, 1 Bath, 120 sq ft",,https://www.apartments.com/private-bedroom-in-3-bed-1-bath-home-new-york-ny-unit-b/t5qppmb/,(929) 596-3015
"213 6th Ave Unit C, New York, NY 10014","213 6th Ave Unit C, New York, NY",10014,"$2,025","$2,025","3 Beds, 1 Bath, 66 sq ft",,https://www.apartments.com/private-bedroom-in-3-bed-1-bath-home-new-york-ny-unit-c/0cdd0g0/,(929) 596-3015
"60-47 68th Ave Unit C, New York, NY 11385","60-47 68th Ave Unit C, New York, NY",11385,"$1,330","$1,330","4 Beds, 2 Baths, 71 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-2-bath-home-new-york-ny-unit-c/vemeykd/,(929) 596-3015
"401 E 57 St Unit A, New York, NY 10022","401 E 57 St Unit A, New York, NY",10022,"$1,925","$1,925","4 Beds, 4 Baths, 72 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-4-bath-home-new-york-ny-unit-a/ypvknzv/,(929) 596-3015
"7 Eldridge St Unit A, New York, NY 10002","7 Eldridge St Unit A, New York, NY",10002,"$1,775","$1,775","3 Beds, 1 Bath, 82 sq ft",,https://www.apartments.com/private-bedroom-in-3-bed-1-bath-home-new-york-ny-unit-a/r56hjq3/,(929) 596-3015
"1594 Nostrand Ave Unit B, New York, NY 11226","1594 Nostrand Ave Unit B, New York, NY",11226,"$1,100","$1,100","4 Beds, 2 Baths, 93 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-2-bath-home-new-york-ny-unit-b/td2k0fc/,(929) 596-3015
"345 E 21st St Unit A, New York, NY 10010","345 E 21st St Unit A, New York, NY",10010,"$2,000","$2,000","2 Beds, 1 Bath, 67 sq ft",,https://www.apartments.com/private-bedroom-in-2-bed-1-bath-home-new-york-ny-unit-a/9fcvtn4/,(929) 596-3015
"509 E 87th St Unit D, New York, NY 10128","509 E 87th St Unit D, New York, NY",10128,"$1,925","$1,925","4 Beds, 2 Baths, 95 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-2-bath-home-new-york-ny-unit-d/eghvtjn/,(929) 596-3015
"133 Avenue D Ave Unit A, New York, NY 10009","133 Avenue D Ave Unit A, New York, NY",10009,"$2,200","$2,200","3 Beds, 1 Bath, 65 sq ft",,https://www.apartments.com/private-bedroom-in-3-bed-1-bath-home-new-york-ny-unit-a/sv2gyy6/,(929) 596-3015
"20 Avenue A Ave Unit 2H, New York, NY 10009","20 Avenue A Ave Unit 2H, New York, NY",10009,"$3,375","$3,375","1 Bed, 1 Bath, 378 sq ft",,https://www.apartments.com/20-avenue-a-ave-new-york-ny-unit-2h/q271g2y/,(929) 596-3015
"615 W 136th St Unit D, New York, NY 10031","615 W 136th St Unit D, New York, NY",10031,"$1,225","$1,225","4 Beds, 2 Baths, 107 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-2-bath-home-new-york-ny-unit-d/w31hpvh/,(929) 596-3015
"245 W 135th St Unit B, New York, NY 10030","245 W 135th St Unit B, New York, NY",10030,"$1,050","$1,050","4 Beds, 1 Bath, 95 sq ft",,https://www.apartments.com/private-bedroom-in-4-bed-1-bath-home-new-york-ny-unit-b/5eslr7m/,(929) 596-3015
"39A Broome St Unit C, New York, NY 11222","39A Broome St Unit C, New York, NY",11222,"$1,625","$1,625","3 Beds, 2 Baths, 121 sq ft",,https://www.apartments.com/private-bedroom-in-3-bed-2-bath-home-new-york-ny-unit-c/twxp1jb/,(929) 596-3015
"540 W 28th St Unit 1119, New York, NY 10001","540 W 28th St Unit 1119, New York, NY",10001,"$8,650","$8,650","2 Beds, 2 Baths",,https://www.apartments.com/540-w-28th-st-new-york-ny-unit-1119/ky04djc/,(212) 235-7433
"301 E 45th St, New York, NY 10017","301 E 45th St, New York, NY",10017,"$3,250","$3,250","1 Bed, 1 Bath",,https://www.apartments.com/301-e-45th-st-new-york-ny/j2tbf54/,
"12 W 44th St, New York, NY 10036","12 W 44th St, New York, NY",10036,"$2,578","$2,578","1 Bed, 1 Bath, 180 sq ft",,https://www.apartments.com/studio-basic-ensuite-bath-midtown-manh-new-york-ny/cz58p7g/,(202) 335-8689
"284 Lafayette St, New York, NY 10012","284 Lafayette St, New York, NY",10012,"$18,000","$18,000","3 Beds, 3 Baths",,https://www.apartments.com/284-lafayette-st-new-york-ny/1mw8207/,(917) 232-0166
"20 5th Ave Unit PHBC, New York, NY 10011","20 5th Ave Unit PHBC, New York, NY",10011,"$27,000","$27,000","3 Beds, 2 Baths",,https://www.apartments.com/20-5th-ave-new-york-ny-unit-phbc/8460md3/,
"145 E 16th St Unit 15A, New York, NY 10003","145 E 16th St Unit 15A, New York, NY",10003,"$5,600","$5,600","1 Bed, 1 Bath",,https://www.apartments.com/145-e-16th-st-new-york-ny-unit-15a/fzb676t/,
"147 E 90th St, New York, NY 10128","147 E 90th St, New York, NY",10128,"$4,695","$4,695","3 Beds, 2 Baths",,https://www.apartments.com/147-e-90th-st-new-york-ny/pbf5n0t/,(347) 881-8891
"159 E 55th St Unit 1B, New York, NY 10022","159 E 55th St Unit 1B, New York, NY",10022,"$2,800","$2,800","Studio, 1 Bath",,https://www.apartments.com/159-e-55th-st-new-york-ny-unit-1b/jnc0hr7/,
"207-209-209 W 11th St Unit 5B, New York, NY 10014","207-209-209 W 11th St Unit 5B, New York, NY",10014,"$4,125","$4,125","1 Bed, 1 Bath",,https://www.apartments.com/207-209-west-11th-street-new-york-ny-unit-5b/nzr3ewn/,(212) 279-1289
"2257 Adam Clayton Powell Jr Blvd, New York, NY 10027","2257 Adam Clayton Powell Jr Blvd, New York, NY",10027,"$3,850","$3,850","2 Beds, 2 Baths",,https://www.apartments.com/2257-adam-clayton-powell-jr-blvd-new-york-ny/e04m50m/,(718) 490-5708
"2 River Terrace Unit 1905, New York, NY 10282","2 River Terrace Unit 1905, New York, NY",10282,"$7,925","$7,925","3 Beds, 2 Baths",,https://www.apartments.com/2-river-terrace-new-york-ny-unit-1905/p7myzxt/,(786) 865-2589
"304 W 89th St, New York, NY 10024","304 W 89th St, New York, NY",10024,"$5,295","$5,295","2 Beds, 1 Bath",,https://www.apartments.com/304-w-89th-st-new-york-ny/xwns9pq/,(516) 523-4621
"630 1st Ave., New York, NY 10016","630 1st Ave., New York, NY",10016,"$3,800","$3,800","1 Bed, 1 Bath",,https://www.apartments.com/630-1st-ave-new-york-ny/2ejwh09/,(917) 686-4687
"51 Leroy St Unit FL3-ID1564, New York, NY 10014","51 Leroy St Unit FL3-ID1564, New York, NY",10014,"$5,820","$5,820","1 Bed, 1 Bath, 400 sq ft",,https://www.apartments.com/51-leroy-st-new-york-ny-unit-fl3-id1564/2cs8thb/,(917) 508-5343
"252 South St Unit 23F, New York, NY 10002","252 South St Unit 23F, New York, NY",10002,"$5,000","$5,000","1 Bed, 1 Bath",,https://www.apartments.com/252-south-st-new-york-ny-unit-23f/l48qrbf/,(917) 810-8399
"90 William St Unit 12H, New York, NY 10038","90 William St Unit 12H, New York, NY",10038,"$5,600","$5,600","2 Beds, 1 Bath",,https://www.apartments.com/90-william-st-new-york-ny-unit-12h/2eewjr8/,(917) 810-8399
